timestamp,red,ir
60404366,82049,107352
60424366,82085,107475
60444366,82118,107577
60465366,82142,107670
60485366,82160,107736
60505366,82184,107819
60525366,82197,107869
60545366,82218,107924
60565366,82238,107980
60585366,82269,108031
60605366,82278,108045
60625366,82235,107745
60645366,82091,107056
60665366,81884,106406
60686366,81711,105967
60706366,81622,105793
60726366,81595,105810
60746366,81626,105905
60766366,81672,106065
60786366,81719,106203
60806366,81757,106320
60826366,81800,106458
60846366,81847,106597
60866366,81868,106652
60886366,81872,106654
60907366,81865,106583
60927366,81827,106508
60947366,81817,106484
60967366,81805,106505
60987366,81822,106542
61007366,81834,106632
61027366,81876,106740
61047366,81904,106848
61067366,81939,106964
61087366,81988,107049
61107366,81998,107171
61128366,82028,107246
61148366,82046,107319
61168366,82064,107395
61188366,82094,107457
61208366,82103,107516
61228366,82113,107576
61248366,82140,107618
61268366,82154,107690
61288366,82168,107687
61308366,82116,107269
61328366,81934,106516
61349366,81725,105862
61369366,81561,105466
61389366,81476,105325
61409366,81471,105339
61429366,81481,105427
61449366,81520,105567
61469366,81567,105680
61489366,81607,105775
61509366,81623,105875
61529366,81652,105985
61549366,81675,106066
61570366,81694,106106
61590366,81689,106101
61610366,81688,106073
61630366,81686,106065
61650366,81682,106082
61670366,81697,106146
61690366,81717,106242
61710366,81748,106327
61730366,81785,106441
61750366,81810,106524
61770366,81844,106638
61791366,81862,106736
61811366,81889,106827
61831366,81917,106896
61851366,81949,106982
61871366,81973,107072
61891366,82002,107141
61911366,82009,107181
61931366,82025,107232
61951366,82033,107292
61971366,82055,107344
61992366,82062,107411
62012366,82094,107488
62032366,82110,107471
62052366,82047,107019
62072366,81861,106273
62092366,81644,105631
62112366,81493,105282
62132366,81444,105168
62152366,81437,105200
62172366,81450,105297
62192366,81491,105420
62213366,81526,105517
62233366,81548,105605
62253366,81569,105723
62273366,81608,105852
62293366,81637,105938
62313366,81655,105977
62333366,81668,105983
62353366,81664,105967
62373366,81663,105963
62393366,81668,105991
62413366,81683,106071
62434366,81711,106168
62454366,81739,106276
62474366,81777,106412
62494366,81805,106525
62514366,81846,106657
62534366,81887,106763
62554366,81924,106848
62574366,81945,106937
62594366,81973,106987
62614366,81984,107051
62634366,82006,107101
62655366,82015,107175
62675366,82026,107238
62695366,82048,107304
62715366,82060,107358
62735366,82089,107446
62755366,82119,107518
62775366,82138,107601
62795366,82176,107676
62815366,82183,107762
62835366,82220,107717
62855366,82134,107181
62876366,81928,106422
62896366,81717,105826
62916366,81585,105545
62936366,81541,105482
62956366,81549,105579
62976366,81581,105714
62996366,81634,105873
63016366,81677,106008
63036366,81713,106145
63056366,81748,106291
63076366,81778,106413
63097366,81818,106433
63117366,81812,106401
63137366,81781,106345
63157366,81770,106293
63177366,81768,106292
63197366,81777,106341
63217366,81806,106411
63237366,81837,106516
63257366,81864,106633
63277366,81904,106753
63297366,81931,106870
63318366,81953,106972
63338366,81985,107060
63358366,82007,107137
63378366,82035,107202
63398366,82059,107282
63418366,82081,107335
63438366,82094,107377
63458366,82105,107432
63478366,82108,107481
63498366,82135,107529
63518366,82145,107593
63539366,82163,107654
63559366,82181,107739
63579366,82199,107766
63599366,82170,107389
63619366,81999,106710
63639366,81820,106115
63659366,81672,105756
63679366,81607,105642
63699366,81602,105684
63719366,81634,105824
63739366,81667,105994
63760366,81723,106148
63780366,81775,106319
63800366,81816,106487
63820366,81868,106622
63840366,81894,106664
63860366,81890,106616
63880366,81879,106545
63900366,81857,106470
63920366,81842,106438
63940366,81825,106463
63960366,81850,106550
63981366,81867,106643
64001366,81901,106767
64021366,81940,106883
64041366,81984,107007
64061366,82018,107137
64081366,82050,107229
64101366,82083,107322
64121366,82099,107393
64141366,82120,107477
64161366,82150,107543
64182366,82163,107593
64202366,82176,107663
64222366,82184,107725
64242366,82202,107782
64262366,82230,107836
64282366,82253,107929
64302366,82283,107985
64322366,82280,107824
64342366,82168,107176
64362366,81941,106393
64382366,81737,105834
64403366,81611,105552
64423366,81562,105486
64443366,81556,105559
64463366,81588,105671
64483366,81630,105820
64503366,81667,105935
64523366,81706,106040
64543366,81741,106161
64563366,81772,106279
64583366,81801,106334
64603366,81805,106333
64624366,81798,106316
64644366,81779,106271
64664366,81764,106275
64684366,81771,106313
64704366,81789,106368
64724366,81810,106490
64744366,81853,106599
64764366,81898,106731
64784366,81935,106849
64804366,81964,106953
64824366,81984,107048
64845366,82013,107152
64865366,82048,107246
64885366,82070,107340
64905366,82092,107406
64925366,82114,107478
64945366,82130,107540
64965366,82157,107590
64985366,82176,107654
65005366,82186,107720
65025366,82206,107766
65045366,82218,107844
65066366,82250,107936
65086366,82263,107989
65106366,82241,107698
65126366,82083,106932
65146366,81846,106196
65166366,81675,105712
65186366,81577,105514
65206366,81558,105498
65226366,81568,105578
65246366,81599,105719
65267366,81646,105877
65287366,81677,105986
65307366,81708,106096
65327366,81735,106230
65347366,81774,106355
65367366,81803,106419
65387366,81819,106426
65407366,81819,106390
65427366,81807,106378
65447366,81803,106390
65467366,81807,106436
65488366,81829,106510
65508366,81850,106629
65528366,81887,106771
65548366,81927,106898
65568366,81971,107044
65588366,82019,107174
65608366,82060,107299
65628366,82103,107409
65648366,82122,107490
65668366,82143,107586
65688366,82163,107662
65709366,82191,107736
65729366,82216,107805
65749366,82222,107877
65769366,82243,107949
65789366,82276,108045
65809366,82301,108136
65829366,82326,108198
65849366,82352,108291
65869366,82377,108404
65889366,82401,108392
65909366,82340,107892
65930366,82128,107037
65950366,81888,106378
65970366,81730,106014
65990366,81675,105915
66010366,81677,105971
66030366,81719,106126
66050366,81772,106302
66070366,81823,106467
66090366,81862,106590
66110366,81898,106740
66130366,81943,106895
66151366,81972,106944
66171366,81985,106942
66191366,81976,106889
66211366,81958,106831
66231366,81943,106821
66251366,81959,106833
66271366,81964,106904
66291366,81989,107003
66311366,82026,107134
66331366,82060,107267
66352366,82096,107392
66372366,82131,107516
66392366,82164,107637
66412366,82189,107738
66432366,82224,107841
66452366,82251,107914
66472366,82275,107992
66492366,82301,108064
66512366,82311,108124
66532366,82333,108186
66552366,82343,108232
66573366,82358,108302
66593366,82378,108371
66613366,82399,108474
66633366,82441,108569
66653366,82455,108568
66673366,82403,108144
66693366,82218,107395
66713366,82014,106790
66733366,81879,106452
66753366,81823,106346
66773366,81824,106406
66794366,81837,106557
66814366,81905,106763
66834366,81964,106985
66854366,82029,107203
66874366,82097,107431
66894366,82154,107568
66914366,82187,107610
66934366,82186,107556
66954366,82156,107422
66974366,82116,107321
66994366,82075,107260
67015366,82079,107272
67035366,82083,107322
67055366,82119,107419
67075366,82144,107553
67095366,82175,107704
67115366,82226,107843
67135366,82265,107962
67155366,82304,108085
67175366,82339,108173
67195366,82348,108258
67215366,82376,108337
67236366,82386,108397
67256366,82396,108458
67276366,82421,108522
67296366,82447,108575
67316366,82457,108644
67336366,82481,108709
67356366,82503,108695
67376366,82446,108246
67396366,82243,107446
67416366,82023,106810
67437366,81863,106438
67457366,81802,106321
67477366,81779,106370
67497366,81808,106500
67517366,81868,106711
67537366,81928,106911
67557366,81989,107097
67577366,82068,107284
67597366,82118,107459
67617366,82152,107529
67637366,82154,107512
67658366,82145,107441
67678366,82108,107359
67698366,82090,107316
67718366,82083,107325
67738366,82092,107403
67758366,82120,107488
67778366,82149,107616
67798366,82203,107756
67818366,82235,107898
67838366,82285,108027
67858366,82304,108150
67879366,82349,108270
67899366,82372,108395
67919366,82398,108485
67939366,82434,108567
67959366,82442,108641
67979366,82470,108711
67999366,82495,108770
68019366,82516,108824
68039366,82526,108876
68059366,82541,108953
68079366,82546,108801
68100366,82423,108097
68120366,82166,107220
68140366,81945,106600
68160366,81812,106291
68180366,81755,106213
68200366,81766,106266
68220366,81803,106390
68240366,81841,106563
68260366,81900,106721
68280366,81925,106857
68301366,81957,106974
68321366,82002,107093
68341366,82022,107166
68361366,82039,107163
68381366,82034,107129
68401366,82009,107084
68421366,82011,107055
68441366,82006,107071
68461366,82010,107124
68481366,82042,107215
68501366,82062,107323
68522366,82107,107466
68542366,82147,107596
68562366,82164,107724
68582366,82213,107843
68602366,82238,107977
68622366,82279,108068
68642366,82317,108181
68662366,82333,108257
68682366,82359,108329
68702366,82378,108392
68722366,82391,108448
68743366,82408,108505
68763366,82424,108574
68783366,82435,108636
68803366,82438,108441
68823366,82305,107733
68843366,82066,106926
68863366,81877,106390
68883366,81758,106142
68903366,81715,106096
68923366,81736,106201
68943366,81768,106376
68964366,81834,106554
68984366,81889,106745
69004366,81922,106901
69024366,81975,107060
69044366,82026,107198
69064366,82059,107257
69084366,82067,107241
69104366,82042,107186
69124366,82032,107122
69144366,82020,107111
69165366,82010,107150
69185366,82024,107231
69205366,82055,107343
69225366,82083,107467
69245366,82129,107628
69265366,82174,107752
69285366,82214,107889
69305366,82249,108009
69325366,82275,108117
69345366,82313,108206
69365366,82328,108280
69386366,82359,108360
69406366,82365,108434
69426366,82386,108514
69446366,82418,108594
69466366,82436,108651
69486366,82459,108702
69506366,82474,108746
69526366,82477,108802
69546366,82478,108613
69566366,82351,107908
69586366,82110,107132
69607366,81924,106634
69627366,81820,106432
69647366,81798,106451
69667366,81831,106581
69687366,81881,106803
69707366,81944,107013
69727366,82015,107224
69747366,82077,107429
69767366,82130,107607
69787366,82174,107708
69807366,82182,107714
69828366,82165,107621
69848366,82124,107499
69868366,82095,107433
69888366,82078,107405
69908366,82087,107464
69928366,82124,107557
69948366,82153,107677
69968366,82197,107815
69988366,82236,107957
70008366,82277,108093
70029366,82300,108203
70049366,82328,108303
70069366,82354,108395
70089366,82381,108468
70109366,82400,108534
70129366,82418,108603
70149366,82441,108665
70169366,82465,108724
70189366,82494,108809
70209366,82493,108739
70229366,82412,108200
70250366,82200,107446
70270366,82001,106913
70290366,81873,106636
70310366,81841,106594
70330366,81847,106683
70350366,81897,106860
70370366,81968,107064
70390366,82030,107279
70410366,82083,107502
70430366,82159,107706
70450366,82201,107839
70471366,82210,107845
70491366,82198,107774
70511366,82163,107661
70531366,82138,107581
70551366,82117,107542
70571366,82126,107571
70591366,82137,107636
70611366,82159,107734
70631366,82194,107863
70651366,82244,107983
70671366,82271,108095
70692366,82299,108200
70712366,82321,108299
70732366,82349,108398
70752366,82372,108465
70772366,82397,108549
70792366,82411,108621
70812366,82450,108674
70832366,82468,108759
70852366,82473,108746
70872366,82433,108367
70893366,82239,107523
70913366,81992,106781
70933366,81810,106344
70953366,81721,106164
70973366,81696,106175
70993366,81721,106285
71013366,81772,106463
71033366,81832,106640
71053366,81883,106790
71073366,81923,106944
71093366,81979,107097
71114366,81999,107180
71134366,82010,107202
71154366,82001,107151
71174366,81997,107097
71194366,81977,107084
71214366,81971,107095
71234366,81975,107143
71254366,82010,107227
71274366,82042,107328
71294366,82074,107457
71314366,82099,107596
71335366,82131,107709
71355366,82177,107824
71375366,82201,107963
71395366,82247,108073
71415366,82278,108171
71435366,82303,108260
71455366,82324,108330
71475366,82352,108394
71495366,82363,108451
71515366,82373,108512
71535366,82391,108466
71556366,82321,107941
71576366,82091,107115
71596366,81849,106424
71616366,81708,106054
71636366,81637,105929
71656366,81629,105961
71676366,81664,106074
71696366,81698,106225
71716366,81742,106357
71736366,81787,106468
71756366,81806,106582
71777366,81829,106687
71797366,81854,106754
71817366,81865,106735
71837366,81864,106682
71857366,81845,106632
71877366,81841,106617
71897366,81839,106663
71917366,81844,106751
71937366,81867,106842
71957366,81905,106964
71978366,81930,107087
71998366,81964,107231
72018366,82016,107367
72038366,82048,107484
72058366,82082,107590
72078366,82110,107691
72098366,82163,107767
72118366,82185,107844
72138366,82194,107911
72158366,82215,107977
72178366,82234,108048
72199366,82242,108096
72219366,82261,108166
72239366,82274,108171
72259366,82213,107719
72279366,82015,106908
72299366,81789,106239
72319366,81648,105851
72339366,81566,105726
72359366,81565,105760
72379366,81593,105880
72399366,81635,106044
72420366,81672,106192
72440366,81735,106339
72460366,81767,106481
72480366,81804,106602
72500366,81832,106661
72520366,81832,106652
72540366,81837,106609
72560366,81827,106580
72580366,81825,106574
72600366,81822,106605
72620366,81821,106668
72641366,81856,106761
72661366,81879,106885
72681366,81922,107039
72701366,81963,107167
72721366,82002,107306
72741366,82044,107415
72761366,82079,107517
72781366,82105,107613
72801366,82125,107692
72821366,82149,107750
72841366,82165,107827
72862366,82185,107892
72882366,82202,107972
72902366,82215,108018
72922366,82238,108092
72942366,82261,108184
72962366,82291,108161
72982366,82225,107623
73002366,82002,106839
73022366,81802,106261
73042366,81681,105986
73062366,81629,105944
73083366,81641,106037
73103366,81677,106226
73123366,81736,106438
73143366,81812,106635
73163366,81865,106845
73183366,81940,107006
73203366,81974,107129
73223366,82004,107133
73243366,81983,107026
73263366,81947,106925
73283366,81918,106855
73304366,81899,106855
73324366,81908,106895
73344366,81931,106986
73364366,81963,107108
73384366,81997,107255
73404366,82055,107398
73424366,82092,107537
73444366,82119,107650
73464366,82158,107764
73484366,82196,107838
73505366,82196,107890
73525366,82226,107951
73545366,82228,108021
73565366,82254,108074
73585366,82267,108154
73605366,82289,108237
73625366,82328,108307
73645366,82323,108104
73665366,82180,107415
73685366,81956,106707
73705366,81784,106257
73726366,81688,106065
73746366,81667,106063
73766366,81694,106210
73786366,81738,106381
73806366,81801,106587
73826366,81860,106762
73846366,81911,106945
73866366,81984,107125
73886366,82006,107201
73906366,82007,107153
73926366,81986,107049
73947366,81945,106959
73967366,81928,106912
73987366,81916,106932
74007366,81929,106992
74027366,81945,107103
74047366,81987,107238
74067366,82042,107371
74087366,82080,107504
74107366,82117,107622
74127366,82148,107736
74147366,82186,107847
74168366,82209,107921
74188366,82226,107987
74208366,82242,108064
74228366,82262,108122
74248366,82282,108196
74268366,82309,108244
74288366,82304,108069
74308366,82180,107367
74328366,81939,106569
74348366,81733,106004
74368366,81600,105748
74389366,81557,105708
74409366,81572,105808
74429366,81608,105975
74449366,81678,106184
74469366,81723,106335
74489366,81769,106473
74509366,81829,106624
74529366,81871,106734
74549366,81885,106817
74569366,81897,106814
74589366,81882,106768
74610366,81858,106718
74630366,81848,106719
74650366,81854,106754
74670366,81869,106817
74690366,81895,106920
74710366,81932,107029
74730366,81971,107139
74750366,82004,107261
74770366,82036,107373
74790366,82065,107494
74810366,82102,107603
74831366,82128,107673
74851366,82140,107757
74871366,82163,107829
74891366,82187,107902
74911366,82199,107974
74931366,82237,108039
74951366,82252,107967
74971366,82160,107379
74991366,81932,106549
75011366,81699,105904
75032366,81557,105567
75052366,81489,105487
75072366,81495,105547
75092366,81523,105666
75112366,81574,105826
75132366,81611,105972
75152366,81655,106085
75172366,81695,106213
75192366,81723,106330
75212366,81761,106404
75232366,81773,106400
75253366,81754,106388
75273366,81751,106359
75293366,81741,106348
75313366,81739,106393
75333366,81752,106449
75353366,81785,106556
75373366,81830,106665
75393366,81857,106788
75413366,81891,106915
75433366,81931,107040
75453366,81957,107147
75474366,81985,107262
75494366,82018,107354
75514366,82039,107437
75534366,82058,107504
75554366,82080,107581
75574366,82108,107641
75594366,82128,107714
75614366,82146,107773
75634366,82160,107834
75654366,82157,107557
75674366,81987,106817
75695366,81759,106052
75715366,81564,105578
75735366,81471,105388
75755366,81451,105400
75775366,81469,105513
75795366,81524,105690
75815366,81581,105841
75835366,81624,105968
75855366,81648,106097
75875366,81695,106222
75895366,81725,106322
75916366,81739,106359
75936366,81740,106342
75956366,81727,106319
75976366,81723,106294
75996366,81716,106335
76016366,81745,106389
76036366,81769,106492
76056366,81799,106624
76076366,81837,106748
76096366,81874,106876
76117366,81915,107005
76137366,81943,107106
76157366,81976,107230
76177366,82015,107332
76197366,82035,107422
76217366,82057,107493
76237366,82079,107553
76257366,82101,107604
76277366,82124,107668
76297366,82136,107735
76317366,82146,107799
76338366,82176,107884
76358366,82189,107840
76378366,82121,107272
76398366,81888,106480
76418366,81687,105898
76438366,81565,105625
76458366,81514,105585
76478366,81523,105665
76498366,81568,105831
76518366,81615,106002
76538366,81665,106175
76559366,81711,106314
76579366,81757,106475
76599366,81793,106579
76619366,81813,106579
76639366,81797,106529
76659366,81784,106447
76679366,81766,106373
76699366,81760,106375
76719366,81761,106427
76739366,81778,106506
76759366,81816,106616
76780366,81839,106737
76800366,81881,106860
76820366,81909,106998
76840366,81959,107114
76860366,81993,107230
76880366,82020,107315
76900366,82047,107376
76920366,82068,107440
76940366,82086,107513
76960366,82096,107563
76981366,82112,107644
77001366,82135,107720
77021366,82160,107808
77041366,82175,107730
77061366,82086,107189
77081366,81886,106484
77101366,81708,105974
77121366,81607,105725
77141366,81566,105699
77161366,81582,105800
77181366,81615,105982
77202366,81677,106180
77222366,81737,106397
77242366,81799,106606
77262366,81858,106797
77282366,81911,106910
77302366,81926,106901
77322366,81911,106823
77342366,81884,106734
77362366,81862,106675
77382366,81859,106658
77402366,81852,106716
77423366,81877,106805
77443366,81901,106928
77463366,81949,107077
77483366,81995,107213
77503366,82026,107348
77523366,82062,107460
77543366,82100,107573
77563366,82128,107675
77583366,82158,107739
77603366,82198,107820
77623366,82199,107887
77644366,82213,107964
77664366,82234,108022
77684366,82249,108076
77704366,82253,107873
77724366,82107,107146
77744366,81866,106361
77764366,81674,105843
77784366,81576,105622
77804366,81536,105594
77824366,81546,105678
77845366,81586,105831
77865366,81645,105995
77885366,81676,106135
77905366,81704,106273
77925366,81762,106449
77945366,81795,106581
77965366,81831,106609
77985366,81834,106549
78005366,81806,106496
78025366,81797,106464
78045366,81798,106484
78066366,81786,106530
78086366,81815,106615
78106366,81846,106734
78126366,81880,106847
78146366,81908,106985
78166366,81953,107104
78186366,82000,107210
78206366,82033,107329
78226366,82048,107408
78246366,82087,107506
78266366,82097,107597
78287366,82123,107663
78307366,82142,107737
78327366,82151,107792
78347366,82190,107875
78367366,82199,107930
78387366,82183,107588
78407366,82015,106777
78427366,81759,105993
78447366,81565,105525
78467366,81475,105305
78487366,81441,105317
78508366,81464,105438
78528366,81503,105591
78548366,81546,105757
78568366,81589,105885
78588366,81627,106027
78608366,81679,106189
78628366,81727,106299
78648366,81749,106356
78668366,81752,106348
78688366,81744,106308
78709366,81732,106289
78729366,81715,106291
78749366,81732,106353
78769366,81750,106454
78789366,81780,106569
78809366,81820,106695
78829366,81870,106824
78849366,81905,106957
78869366,81937,107085
78889366,81975,107185
78909366,82003,107290
78930366,82030,107365
78950366,82044,107417
78970366,82066,107503
78990366,82081,107580
79010366,82112,107669
79030366,82142,107728
79050366,82164,107802
79070366,82188,107842
79090366,82151,107471
79110366,81966,106661
79130366,81726,105947
79151366,81548,105502
79171366,81456,105347
79191366,81451,105376
79211366,81481,105520
79231366,81523,105702
79251366,81588,105886
79271366,81636,106041
79291366,81688,106196
79311366,81736,106346
79331366,81771,106455
79351366,81777,106485
79372366,81782,106469
79392366,81758,106417
79412366,81748,106440
79432366,81771,106476
79452366,81793,106576
79472366,81827,106665
79492366,81862,106792
79512366,81905,106923
79532366,81940,107043
79552366,81981,107196
79573366,82026,107326
79593366,82052,107440
79613366,82080,107555
79633366,82113,107653
79653366,82137,107740
79673366,82172,107823
79693366,82190,107898
79713366,82226,107964
79733366,82234,108030
79753366,82265,108099
79773366,82290,108191
79794366,82306,108138
79814366,82213,107527
79834366,81973,106696
79854366,81749,106075
79874366,81627,105799
79894366,81576,105770
79914366,81603,105884
79934366,81653,106077
79954366,81714,106298
79974366,81791,106498
79994366,81837,106704
80015366,81883,106903
80035366,81946,107043
80055366,81967,107070
80075366,81963,107013
80095366,81936,106929
80115366,81917,106856
80135366,81915,106826
80155366,81904,106869
80175366,81931,106962
80195366,81963,107072
80216366,81998,107198
80236366,82033,107352
80256366,82081,107481
80276366,82123,107622
80296366,82153,107743
80316366,82180,107834
80336366,82204,107902
80356366,82237,107973
80376366,82250,108035
80396366,82271,108093
80416366,82286,108198
80437366,82325,108235
80457366,82286,107876
80477366,82107,107109
80497366,81873,106470
80517366,81736,106109
80537366,81676,105994
80557366,81671,106050
80577366,81713,106206
80597366,81772,106421
80617366,81833,106640
80637366,81898,106889
80658366,81981,107138
80678366,82029,107296
80698366,82069,107357
80718366,82062,107282
80738366,82032,107177
80758366,81993,107069
80778366,81978,107010
80798366,81965,107025
80818366,81975,107077
80838366,82000,107181
80858366,82036,107320
80879366,82075,107442
80899366,82117,107592
80919366,82147,107716
80939366,82186,107832
80959366,82212,107949
80979366,82247,108026
80999366,82279,108112
81019366,82284,108193
81039366,82312,108268
81059366,82322,108168
81080366,82207,107508
81100366,81960,106681
81120366,81769,106120
81140366,81659,105859
81160366,81613,105818
81180366,81620,105892
81200366,81667,106069
81220366,81730,106257
81240366,81773,106433
81260366,81835,106650
81280366,81890,106860
81301366,81937,106982
81321366,81960,107004
81341366,81963,106955
81361366,81942,106883
81381366,81905,106827
81401366,81907,106828
81421366,81920,106853
81441366,81924,106949
81461366,81955,107057
81481366,81983,107166
81501366,82012,107269
81522366,82050,107363
81542366,82077,107444
81562366,82087,107522
81582366,82121,107616
81602366,82152,107722
81622366,82190,107803
81642366,82212,107884
81662366,82226,107990
81682366,82249,107891
81702366,82148,107232
81723366,81886,106381
81743366,81668,105764
81763366,81532,105480
81783366,81484,105424
81803366,81490,105486
81823366,81525,105643
81843366,81581,105813
81863366,81631,105960
81883366,81679,106113
81903366,81733,106263
81923366,81763,106377
81944366,81786,106422
81964366,81778,106416
81984366,81779,106398
82004366,81759,106357
82024366,81747,106368
82044366,81762,106416
82064366,81795,106499
82084366,81817,106605
82104366,81854,106741
82124366,81883,106848
82144366,81924,106968
82165366,81955,107089
82185366,81988,107197
82205366,82015,107289
82225366,82044,107386
82245366,82073,107481
82265366,82099,107567
82285366,82126,107645
82305366,82156,107725
82325366,82153,107537
82345366,82017,106807
82365366,81772,106045
82386366,81577,105518
82406366,81469,105297
82426366,81428,105291
82446366,81457,105402
82466366,81505,105577
82486366,81569,105759
82506366,81618,105925
82526366,81652,106100
82546366,81715,106243
82566366,81743,106343
82587366,81763,106348
82607366,81751,106320
82627366,81735,106297
82647366,81726,106294
82667366,81729,106329
82687366,81752,106383
82707366,81768,106488
82727366,81813,106615
82747366,81840,106736
82767366,81889,106868
82787366,81926,106960
82808366,81952,107089
82828366,81987,107192
82848366,82012,107278
82868366,82035,107378
82888366,82063,107474
82908366,82089,107571
82928366,82126,107641
82948366,82139,107729
82968366,82175,107712
82988366,82109,107225
83008366,81884,106409
83029366,81654,105757
83049366,81517,105428
83069366,81462,105355
83089366,81460,105421
83109366,81497,105593
83129366,81562,105808
83149366,81631,105989
83169366,81678,106184
83189366,81751,106360
83209366,81796,106460
83230366,81805,106501
83250366,81795,106449
83270366,81777,106400
83290366,81762,106376
83310366,81754,106389
83330366,81769,106442
83350366,81799,106534
83370366,81825,106654
83390366,81851,106770
83410366,81905,106889
83430366,81939,107029
83451366,81976,107138
83471366,82001,107269
83491366,82038,107379
83511366,82069,107483
83531366,82100,107572
83551366,82129,107641
83571366,82155,107727
83591366,82182,107788
83611366,82192,107860
83631366,82233,107916
83651366,82237,107984
83672366,82233,107862
83692366,82127,107175
83712366,81864,106368
83732366,81675,105821
83752366,81556,105602
83772366,81540,105602
83792366,81561,105724
83812366,81619,105942
83832366,81687,106168
83852366,81762,106378
83872366,81796,106577
83893366,81870,106755
83913366,81902,106852
83933366,81909,106847
83953366,81897,106783
83973366,81877,106722
83993366,81870,106694
84013366,81888,106724
84033366,81883,106779
84053366,81915,106864
84073366,81933,106982
84094366,81970,107097
84114366,81998,107221
84134366,82044,107335
84154366,82078,107457
84174366,82112,107574
84194366,82155,107665
84214366,82186,107750
84234366,82200,107829
84254366,82217,107901
84274366,82246,107979
84294366,82264,108030
84315366,82283,108123
84335366,82309,108198
84355366,82290,107911
84375366,82142,107181
84395366,81908,106520
84415366,81750,106145
84435366,81693,106025
84455366,81691,106099
84475366,81726,106274
84495366,81790,106511
84515366,81860,106764
84536366,81948,107039
84556366,82022,107296
84576366,82082,107464
84596366,82114,107491
84616366,82102,107423
84636366,82072,107300
84656366,82042,107211
84676366,82020,107178
84696366,82030,107206
84716366,82033,107286
84737366,82063,107387
84757366,82092,107512
84777366,82134,107659
84797366,82168,107773
84817366,82202,107896
84837366,82243,108002
84857366,82278,108094
84877366,82306,108163
84897366,82320,108244
84917366,82353,108332
84937366,82367,108431
84958366,82392,108390
84978366,82316,107880
84998366,82095,107109
85018366,81902,106560
85038366,81781,106295
85058366,81743,106277
85078366,81770,106364
85098366,81813,106556
85118366,81863,106798
85138366,81941,107034
85158366,82012,107270
85179366,82090,107484
85199366,82119,107590
85219366,82130,107562
85239366,82113,107467
85259366,82079,107377
85279366,82060,107302
85299366,82049,107287
85319366,82060,107327
85339366,82066,107407
85359366,82088,107514
85380366,82122,107632
85400366,82148,107760
85420366,82191,107875
85440366,82216,107986
85460366,82262,108104
85480366,82296,108200
85500366,82308,108276
85520366,82341,108339
85540366,82369,108414
85560366,82379,108384
85580366,82303,107826
85601366,82060,106930
85621366,81819,106281
85641366,81659,105942
85661366,81596,105850
85681366,81591,105912
85701366,81634,106073
85721366,81690,106256
85741366,81751,106422
85761366,81808,106578
85781366,81865,106773
85801366,81902,106899
85822366,81923,106939
85842366,81923,106902
85862366,81912,106824
85882366,81888,106777
85902366,81884,106797
85922366,81894,106823
85942366,81910,106900
85962366,81930,107021
85982366,81969,107129
86002366,82004,107257
86023366,82034,107360
86043366,82064,107483
86063366,82100,107600
86083366,82128,107707
86103366,82159,107820
86123366,82195,107901
86143366,82224,107982
86163366,82245,108054
86183366,82246,107963
86203366,82150,107304
86223366,81892,106451
86244366,81672,105823
86264366,81530,105516
86284366,81465,105438
86304366,81472,105520
86324366,81514,105668
86344366,81559,105832
86364366,81617,105961
86384366,81658,106106
86404366,81703,106273
86424366,81741,106381
86444366,81758,106442
86465366,81770,106432
86485366,81755,106402
86505366,81740,106372
86525366,81742,106388
86545366,81755,106440
86565366,81784,106529
86585366,81808,106628
86605366,81844,106764
86625366,81874,106880
86645366,81913,106992
86666366,81947,107094
86686366,81971,107200
86706366,81997,107293
86726366,82025,107394
86746366,82060,107495
86766366,82088,107580
86786366,82114,107661
86806366,82141,107747
86826366,82164,107732
86846366,82101,107183
86866366,81870,106366
86887366,81645,105740
86907366,81502,105423
86927366,81442,105357
86947366,81449,105422
86967366,81485,105568
86987366,81538,105750
87007366,81598,105923
87027366,81635,106064
87047366,81690,106227
87067366,81738,106351
87087366,81753,106425
87108366,81762,106426
87128366,81754,106405
87148366,81743,106398
87168366,81748,106415
87188366,81764,106465
87208366,81783,106566
87228366,81829,106680
87248366,81871,106818
87268366,81903,106945
87288366,81952,107092
87308366,81974,107212
87329366,82019,107318
87349366,82039,107416
87369366,82073,107521
87389366,82102,107611
87409366,82131,107701
87429366,82162,107773
87449366,82195,107852
87469366,82202,107925
87489366,82221,108005
87509366,82248,108069
87530366,82244,107818
87550366,82093,107030
87570366,81830,106264
87590366,81632,105787
87610366,81543,105615
87630366,81533,105666
87650366,81574,105817
87670366,81629,106035
87690366,81697,106242
87710366,81751,106420
87730366,81816,106607
87751366,81854,106739
87771366,81884,106806
87791366,81888,106793
87811366,81869,106734
87831366,81860,106692
87851366,81855,106676
87871366,81856,106738
87891366,81880,106797
87911366,81900,106906
87931366,81943,107035
87951366,81972,107169
87972366,82026,107298
87992366,82064,107429
88012366,82094,107545
88032366,82128,107680
88052366,82164,107766
88072366,82187,107851
88092366,82210,107924
88112366,82241,108006
88132366,82266,108086
88152366,82281,108156
88172366,82298,108261
88193366,82329,108291
88213366,82285,107875
88233366,82068,107080
88253366,81861,106463
88273366,81723,106142
88293366,81681,106068
88313366,81688,106157
88333366,81730,106357
88353366,81796,106576
88373366,81870,106821
88394366,81934,107075
88414366,82007,107309
88434366,82075,107463
88454366,82096,107466
88474366,82079,107375
88494366,82040,107283
