timestamp,red,ir
13090366,82507,108350
13110366,82536,108439
13130366,82570,108523
13150366,82594,108599
13171366,82615,108702
13191366,82648,108792
13211366,82667,108904
13231366,82685,108984
13251366,82725,109063
13271366,82745,109133
13291366,82754,109041
13311366,82670,108520
13331366,82480,107854
13351366,82293,107352
13371366,82183,107119
13391366,82154,107113
13412366,82159,107200
13432366,82202,107299
13452366,82233,107394
13472366,82268,107469
13492366,82279,107594
13512366,82326,107716
13532366,82365,107839
13552366,82384,107906
13572366,82380,107892
13592366,82378,107829
13612366,82356,107804
13633366,82357,107844
13653366,82375,107893
13673366,82397,107972
13693366,82426,108072
13713366,82450,108178
13733366,82488,108298
13753366,82534,108400
13773366,82563,108519
13793366,82597,108605
13813366,82614,108665
13833366,82642,108750
13854366,82657,108819
13874366,82671,108883
13894366,82671,108747
13914366,82566,108197
13934366,82380,107513
13954366,82192,106986
13974366,82066,106749
13994366,82034,106718
14014366,82047,106787
14034366,82082,106895
14054366,82124,107017
14075366,82150,107106
14095366,82182,107226
14115366,82214,107369
14135366,82258,107515
14155366,82285,107607
14175366,82310,107623
14195366,82308,107608
14215366,82319,107586
14235366,82306,107588
14255366,82315,107632
14275366,82331,107725
14296366,82367,107832
14316366,82397,107947
14336366,82424,108061
14356366,82469,108188
14376366,82493,108293
14396366,82529,108394
14416366,82556,108485
14436366,82594,108551
14456366,82611,108619
14476366,82629,108680
14496366,82642,108718
14516366,82657,108760
14537366,82659,108801
14557366,82668,108841
14577366,82661,108712
14597366,82580,108165
14617366,82376,107474
14637366,82194,106942
14657366,82070,106708
14677366,82048,106707
14697366,82054,106796
14717366,82105,106915
14737366,82141,107041
14758366,82163,107158
14778366,82191,107278
14798366,82251,107440
14818366,82279,107544
14838366,82302,107586
14858366,82313,107563
14878366,82309,107529
14898366,82300,107511
14918366,82296,107510
14938366,82322,107578
14958366,82330,107671
14979366,82369,107763
14999366,82394,107874
15019366,82430,107997
15039366,82463,108093
15059366,82493,108218
15079366,82519,108318
15099366,82558,108406
15119366,82590,108493
15139366,82609,108580
15159366,82630,108649
15179366,82652,108713
15200366,82665,108771
15220366,82679,108861
15240366,82696,108922
15260366,82726,108992
15280366,82749,109075
15300366,82773,109150
15320366,82792,109217
15340366,82824,109291
15360366,82846,109372
15380366,82861,109451
15400366,82875,109329
15420366,82762,108737
15441366,82536,107992
15461366,82335,107450
15481366,82211,107200
15501366,82190,107185
15521366,82216,107297
15541366,82256,107447
15561366,82318,107593
15581366,82355,107745
15601366,82396,107873
15621366,82451,108010
15641366,82465,108104
15662366,82474,108083
15682366,82458,107997
15702366,82437,107913
15722366,82413,107845
15742366,82395,107840
15762366,82395,107869
15782366,82433,107933
15802366,82445,108007
15822366,82469,108105
15842366,82494,108216
15862366,82528,108299
15883366,82549,108388
15903366,82570,108460
15923366,82596,108536
15943366,82613,108593
15963366,82630,108671
15983366,82648,108715
16003366,82677,108774
16023366,82691,108832
16043366,82714,108913
16063366,82735,108966
16083366,82743,108914
16104366,82683,108499
16124366,82511,107900
16144366,82343,107415
16164366,82225,107179
16184366,82198,107142
16204366,82207,107240
16224366,82256,107416
16244366,82301,107578
16264366,82370,107753
16284366,82414,107914
16304366,82466,108086
16324366,82505,108182
16345366,82505,108175
16365366,82497,108096
16385366,82463,107998
16405366,82444,107944
16425366,82432,107955
16445366,82457,108004
16465366,82482,108085
16485366,82502,108176
16505366,82519,108285
16525366,82561,108381
16545366,82585,108494
16566366,82617,108573
16586366,82637,108653
16606366,82670,108741
16626366,82685,108818
16646366,82715,108884
16666366,82741,108945
16686366,82753,109012
16706366,82776,109017
16726366,82724,108662
16746366,82560,108006
16766366,82366,107423
16787366,82226,107070
16807366,82158,106975
16827366,82147,107022
16847366,82172,107134
16867366,82234,107297
16887366,82284,107440
16907366,82312,107565
16927366,82355,107708
16947366,82391,107844
16967366,82423,107879
16987366,82426,107858
17008366,82391,107802
17028366,82386,107751
17048366,82369,107736
17068366,82377,107776
17088366,82396,107844
17108366,82421,107934
17128366,82455,108015
17148366,82487,108117
17168366,82515,108223
17188366,82536,108289
17208366,82556,108375
17229366,82580,108441
17249366,82595,108525
17269366,82608,108591
17289366,82624,108668
17309366,82657,108749
17329366,82681,108799
17349366,82684,108585
17369366,82557,107959
17389366,82350,107277
17409366,82166,106766
17429366,82053,106539
17450366,82018,106525
17470366,82026,106603
17490366,82061,106755
17510366,82111,106900
17530366,82152,107052
17550366,82191,107206
17570366,82245,107367
17590366,82289,107490
17610366,82313,107557
17630366,82328,107545
17650366,82327,107500
17671366,82311,107462
17691366,82291,107452
17711366,82298,107499
17731366,82318,107570
17751366,82340,107666
17771366,82377,107779
17791366,82411,107894
17811366,82452,107980
17831366,82471,108071
17851366,82501,108173
17871366,82521,108253
17891366,82546,108331
17912366,82565,108387
17932366,82582,108448
17952366,82595,108516
17972366,82620,108542
17992366,82628,108601
18012366,82623,108377
18032366,82494,107727
18052366,82291,107027
18072366,82101,106523
18092366,81982,106302
18112366,81953,106315
18133366,81980,106426
18153366,82024,106586
18173366,82065,106738
18193366,82128,106894
18213366,82172,107060
18233366,82219,107213
18253366,82270,107319
18273366,82281,107347
18293366,82290,107312
18313366,82287,107257
18333366,82260,107210
18354366,82243,107199
18374366,82240,107231
18394366,82273,107302
18414366,82283,107379
18434366,82320,107488
18454366,82348,107603
18474366,82388,107704
18494366,82429,107798
18514366,82447,107880
18534366,82471,107953
18554366,82488,108025
18575366,82502,108094
18595366,82509,108144
18615366,82540,108231
18635366,82558,108294
18655366,82590,108373
18675366,82599,108302
18695366,82529,107829
18715366,82351,107168
18735366,82168,106657
18755366,82046,106397
18775366,82004,106389
18796366,82037,106503
18816366,82087,106673
18836366,82123,106849
18856366,82169,107010
18876366,82242,107183
18896366,82286,107358
18916366,82329,107445
18936366,82349,107450
18956366,82337,107381
18976366,82327,107305
18996366,82300,107268
19017366,82289,107272
19037366,82299,107310
19057366,82316,107412
19077366,82342,107511
19097366,82395,107636
19117366,82428,107743
19137366,82472,107864
19157366,82494,107959
19177366,82521,108059
19197366,82551,108153
19217366,82585,108250
19238366,82605,108337
19258366,82628,108405
19278366,82643,108487
19298366,82656,108374
19318366,82576,107884
19338366,82400,107266
19358366,82234,106837
19378366,82146,106654
19398366,82118,106674
19418366,82149,106813
19438366,82195,106993
19459366,82240,107177
19479366,82291,107353
19499366,82354,107552
19519366,82403,107721
19539366,82445,107783
19559366,82464,107747
19579366,82434,107651
19599366,82416,107552
19619366,82395,107514
19639366,82390,107508
19659366,82393,107564
19680366,82419,107658
19700366,82450,107761
19720366,82473,107890
19740366,82507,107968
19760366,82542,108079
19780366,82567,108173
19800366,82603,108244
19820366,82623,108314
19840366,82646,108376
19860366,82663,108437
19880366,82683,108456
19901366,82647,108205
19921366,82505,107557
19941366,82308,106914
19961366,82136,106486
19981366,82050,106357
20001366,82046,106403
20021366,82093,106534
20041366,82137,106677
20061366,82177,106839
20081366,82217,106956
20101366,82259,107115
20122366,82304,107260
20142366,82327,107313
20162366,82332,107296
20182366,82313,107209
20202366,82300,107152
20222366,82283,107137
20242366,82293,107152
20262366,82320,107221
20282366,82335,107329
20302366,82367,107434
20322366,82395,107546
20343366,82432,107657
20363366,82461,107741
20383366,82484,107837
20403366,82513,107920
20423366,82537,108018
20443366,82568,108104
20463366,82592,108163
20483366,82614,108215
20503366,82616,108105
20523366,82539,107546
20543366,82326,106813
20564366,82109,106263
20584366,81984,106006
20604366,81946,105964
20624366,81959,106032
20644366,81994,106151
20664366,82020,106279
20684366,82068,106376
20704366,82103,106487
20724366,82133,106617
20744366,82174,106730
20764366,82200,106795
20785366,82207,106789
20805366,82190,106749
20825366,82180,106696
20845366,82166,106674
20865366,82171,106725
20885366,82199,106804
20905366,82231,106911
20925366,82262,107026
20945366,82294,107152
20965366,82329,107252
20985366,82357,107369
21006366,82400,107464
21026366,82426,107553
21046366,82445,107637
21066366,82466,107710
21086366,82495,107778
21106366,82507,107849
21126366,82537,107910
21146366,82558,107954
21166366,82562,107970
21186366,82540,107670
21206366,82385,106996
21226366,82177,106314
21247366,82003,105879
21267366,81906,105737
21287366,81886,105765
21307366,81917,105854
21327366,81953,105975
21347366,81991,106109
21367366,82028,106188
21387366,82064,106293
21407366,82097,106425
21427366,82133,106505
21447366,82146,106536
21468366,82145,106514
21488366,82129,106451
21508366,82119,106428
21528366,82120,106455
21548366,82132,106525
21568366,82169,106628
21588366,82195,106735
21608366,82237,106869
21628366,82271,106977
21648366,82304,107090
21668366,82335,107203
21689366,82372,107277
21709366,82383,107352
21729366,82400,107424
21749366,82430,107497
21769366,82459,107568
21789366,82475,107648
21809366,82501,107696
21829366,82521,107766
21849366,82540,107838
21869366,82562,107920
21889366,82588,107997
21910366,82602,108099
21930366,82635,108165
21950366,82621,107913
21970366,82480,107222
21990366,82259,106560
22010366,82097,106158
22030366,82030,106079
22050366,82038,106154
22070366,82070,106291
22090366,82124,106449
22110366,82161,106606
22131366,82194,106740
22151366,82241,106882
22171366,82284,107011
22191366,82309,107043
22211366,82314,107008
22231366,82287,106919
22251366,82272,106858
22271366,82260,106838
22291366,82269,106859
22311366,82280,106940
22331366,82296,107050
22352366,82347,107172
22372366,82377,107293
22392366,82411,107411
22412366,82451,107526
22432366,82481,107638
22452366,82518,107729
22472366,82553,107813
22492366,82564,107865
22512366,82583,107905
22532366,82588,107973
22552366,82603,108019
22573366,82626,108088
22593366,82640,108160
22613366,82652,108247
22633366,82675,108173
22653366,82598,107688
22673366,82423,107083
22693366,82252,106604
22713366,82162,106400
22733366,82128,106402
22753366,82155,106530
22773366,82194,106679
22794366,82246,106843
22814366,82290,107033
22834366,82341,107269
22854366,82417,107457
22874366,82465,107550
22894366,82483,107546
22914366,82459,107467
22934366,82438,107366
22954366,82413,107313
22974366,82409,107317
22994366,82402,107373
23015366,82430,107444
23035366,82452,107538
23055366,82490,107662
23075366,82524,107770
23095366,82556,107869
23115366,82586,107965
23135366,82618,108046
23155366,82644,108110
23175366,82655,108177
23195366,82672,108226
23215366,82688,108261
23236366,82685,108315
23256366,82711,108367
23276366,82714,108340
23296366,82667,107957
23316366,82504,107278
23336366,82287,106669
23356366,82155,106329
23376366,82092,106246
23396366,82095,106321
23416366,82125,106439
23436366,82175,106576
23457366,82209,106724
23477366,82241,106827
23497366,82263,106975
23517366,82309,107119
23537366,82342,107204
23557366,82351,107223
23577366,82355,107168
23597366,82353,107112
23617366,82341,107085
23637366,82341,107104
23657366,82350,107176
23678366,82377,107264
23698366,82397,107370
23718366,82430,107477
23738366,82460,107577
23758366,82482,107675
23778366,82512,107774
23798366,82549,107844
23818366,82564,107917
23838366,82592,107981
23858366,82612,108028
23878366,82619,108079
23898366,82631,108118
23919366,82645,108171
23939366,82645,108206
23959366,82658,108252
23979366,82681,108308
23999366,82683,108113
24019366,82554,107466
24039366,82343,106726
24059366,82143,106216
24079366,82030,105980
24099366,81989,105972
24119366,82009,106068
24140366,82038,106187
24160366,82074,106307
24180366,82104,106399
24200366,82131,106484
24220366,82164,106624
24240366,82212,106749
24260366,82245,106804
24280366,82265,106802
24300366,82242,106758
24320366,82219,106727
24340366,82226,106717
24361366,82236,106774
24381366,82240,106863
24401366,82264,106969
24421366,82314,107082
24441366,82339,107213
24461366,82397,107344
24481366,82434,107438
24501366,82459,107534
24521366,82477,107627
24541366,82507,107706
24561366,82520,107770
24582366,82540,107845
24602366,82567,107907
24622366,82584,107975
24642366,82612,108043
24662366,82623,108106
24682366,82643,108164
24702366,82669,108231
24722366,82689,108313
24742366,82718,108397
24762366,82730,108406
24782366,82689,108010
24803366,82492,107233
24823366,82260,106554
24843366,82092,106170
24863366,82027,106082
24883366,82029,106162
24903366,82071,106298
24923366,82130,106465
24943366,82173,106611
24963366,82200,106716
24983366,82236,106848
25003366,82266,106969
25024366,82299,107056
25044366,82311,107058
25064366,82296,106991
25084366,82282,106920
25104366,82258,106884
25124366,82263,106900
25144366,82289,106956
25164366,82306,107068
25184366,82334,107168
25204366,82372,107277
25224366,82397,107406
25245366,82436,107496
25265366,82462,107597
25285366,82491,107704
25305366,82520,107776
25325366,82540,107858
25345366,82567,107920
25365366,82584,107968
25385366,82592,108011
25405366,82612,108062
25425366,82624,108111
25445366,82626,108186
25466366,82651,108247
25486366,82673,108328
25506366,82690,108334
25526366,82652,107975
25546366,82494,107313
25566366,82295,106741
25586366,82164,106421
25606366,82104,106367
25626366,82118,106446
25646366,82149,106617
25666366,82205,106801
25687366,82271,106981
25707366,82309,107181
25727366,82356,107363
25747366,82399,107468
25767366,82436,107474
25787366,82417,107390
25807366,82395,107281
25827366,82362,107173
25847366,82334,107120
25867366,82328,107147
25887366,82346,107218
25908366,82366,107313
25928366,82384,107411
25948366,82431,107539
25968366,82448,107651
25988366,82480,107769
26008366,82517,107857
26028366,82551,107924
26048366,82581,107992
26068366,82584,108047
26088366,82597,108091
26108366,82617,108136
26129366,82625,108221
26149366,82651,108314
26169366,82662,108325
26189366,82631,107980
26209366,82467,107347
26229366,82286,106750
26249366,82148,106418
26269366,82073,106326
26289366,82077,106405
26309366,82120,106562
26329366,82165,106733
26350366,82226,106904
26370366,82270,107096
26390366,82328,107301
26410366,82388,107434
26430366,82409,107493
26450366,82411,107452
26470366,82401,107371
26490366,82375,107310
26510366,82358,107291
26530366,82365,107294
26550366,82372,107344
26571366,82386,107427
26591366,82415,107552
26611366,82439,107674
26631366,82484,107815
26651366,82527,107941
26671366,82573,108077
26691366,82618,108180
26711366,82645,108269
26731366,82667,108351
26751366,82674,108424
26771366,82691,108488
26792366,82714,108539
26812366,82716,108605
26832366,82731,108655
26852366,82752,108653
26872366,82694,108191
26892366,82498,107407
26912366,82274,106715
26932366,82111,106312
26952366,82028,106192
26972366,82031,106229
26992366,82051,106374
27013366,82090,106507
27033366,82136,106656
27053366,82169,106776
27073366,82216,106916
27093366,82252,107065
27113366,82292,107139
27133366,82315,107169
27153366,82311,107125
27173366,82293,107055
27193366,82280,107025
27213366,82266,107035
27234366,82279,107092
27254366,82296,107166
27274366,82313,107275
27294366,82361,107399
27314366,82390,107542
27334366,82440,107670
27354366,82478,107775
27374366,82504,107876
27394366,82545,107971
27414366,82560,108048
27434366,82580,108133
27455366,82600,108189
27475366,82621,108265
27495366,82636,108333
27515366,82647,108253
27535366,82570,107754
27555366,82368,107038
27575366,82177,106457
27595366,82046,106162
27615366,81997,106110
27635366,81993,106209
27655366,82017,106366
27676366,82070,106526
27696366,82119,106678
27716366,82163,106841
27736366,82216,107008
27756366,82270,107134
27776366,82303,107192
27796366,82315,107169
27816366,82307,107112
27836366,82286,107043
27856366,82264,107041
27876366,82273,107074
27897366,82286,107156
27917366,82316,107276
27937366,82343,107388
27957366,82382,107517
27977366,82430,107657
27997366,82474,107778
28017366,82506,107888
28037366,82538,107991
28057366,82580,108084
28077366,82585,108142
28097366,82596,108216
28118366,82614,108257
28138366,82625,108324
28158366,82657,108365
28178366,82660,108424
28198366,82678,108491
28218366,82695,108444
28238366,82634,107960
28258366,82433,107197
28278366,82215,106603
28298366,82090,106308
28318366,82031,106276
28339366,82041,106381
28359366,82098,106573
28379366,82147,106779
28399366,82210,106977
28419366,82270,107168
28439366,82334,107338
28459366,82375,107444
28479366,82399,107448
28499366,82379,107356
28519366,82348,107250
28539366,82305,107171
28560366,82296,107151
28580366,82304,107193
28600366,82313,107296
28620366,82351,107416
28640366,82396,107565
28660366,82444,107707
28680366,82480,107842
28700366,82522,107958
28720366,82561,108057
28740366,82590,108165
28760366,82600,108239
28781366,82628,108313
28801366,82645,108398
28821366,82678,108470
28841366,82688,108540
28861366,82710,108550
28881366,82672,108158
28901366,82492,107487
28921366,82313,106944
28941366,82179,106659
28961366,82125,106599
28981366,82134,106693
29002366,82185,106865
29022366,82239,107070
29042366,82287,107282
29062366,82357,107506
29082366,82430,107706
29102366,82483,107824
29122366,82500,107815
29142366,82486,107734
29162366,82442,107614
29182366,82417,107506
29202366,82382,107480
29223366,82391,107508
29243366,82401,107593
29263366,82424,107686
29283366,82456,107792
29303366,82497,107920
29323366,82527,108046
29343366,82569,108144
29363366,82606,108259
29383366,82632,108344
29403366,82649,108416
29423366,82682,108496
29444366,82691,108562
29464366,82706,108474
29484366,82606,107929
29504366,82398,107167
29524366,82202,106621
29544366,82075,106358
29564366,82038,106335
29584366,82049,106437
29604366,82094,106612
29624366,82168,106810
29644366,82212,107000
29665366,82264,107191
29685366,82322,107361
29705366,82356,107480
29725366,82379,107495
29745366,82370,107419
29765366,82343,107314
29785366,82312,107221
29805366,82300,107215
29825366,82309,107266
29845366,82331,107345
29865366,82355,107478
29886366,82389,107620
29906366,82439,107747
29926366,82463,107874
29946366,82496,107993
29966366,82538,108102
29986366,82569,108217
30006366,82606,108282
30026366,82631,108359
30046366,82644,108417
30066366,82659,108484
30086366,82671,108500
30107366,82644,108158
30127366,82458,107399
30147366,82220,106679
30167366,82047,106256
30187366,81965,106119
30207366,81961,106172
30227366,81983,106285
30247366,82036,106437
30267366,82086,106594
30287366,82128,106714
30307366,82162,106857
30328366,82198,106977
30348366,82230,107079
30368366,82241,107120
30388366,82240,107076
30408366,82238,107022
30428366,82224,106992
30448366,82215,107011
30468366,82239,107072
30488366,82255,107158
30508366,82292,107279
30528366,82324,107421
30549366,82361,107556
30569366,82412,107690
30589366,82438,107838
30609366,82482,107957
30629366,82509,108063
30649366,82560,108180
30669366,82579,108273
30689366,82611,108331
30709366,82629,108375
30729366,82639,108435
30749366,82654,108357
30770366,82571,107822
30790366,82353,107052
30810366,82129,106472
30830366,81992,106190
30850366,81961,106173
30870366,81980,106290
30890366,82035,106454
30910366,82098,106636
30930366,82137,106794
30950366,82182,106960
30970366,82230,107143
30991366,82287,107280
31011366,82308,107338
31031366,82317,107331
31051366,82290,107281
31071366,82292,107251
31091366,82285,107250
31111366,82292,107289
31131366,82314,107365
31151366,82337,107481
31171366,82374,107612
31191366,82414,107749
31212366,82450,107878
31232366,82488,107999
31252366,82514,108121
31272366,82561,108236
31292366,82591,108338
31312366,82615,108434
31332366,82658,108504
31352366,82688,108568
31372366,82670,108378
31392366,82551,107774
31412366,82343,107100
31433366,82163,106645
31453366,82073,106476
31473366,82050,106513
31493366,82088,106675
31513366,82151,106892
31533366,82213,107125
31553366,82282,107339
31573366,82364,107561
31593366,82422,107737
31613366,82448,107807
31633366,82445,107759
31654366,82420,107660
31674366,82380,107564
31694366,82365,107553
31714366,82353,107586
31734366,82385,107669
31754366,82419,107781
31774366,82467,107914
31794366,82495,108034
31814366,82535,108157
31834366,82560,108265
31854366,82587,108385
31875366,82609,108476
31895366,82648,108575
31915366,82662,108680
31935366,82685,108722
31955366,82667,108420
31975366,82517,107765
31995366,82335,107198
32015366,82211,106888
32035366,82153,106796
32055366,82152,106880
32075366,82196,107044
32096366,82246,107259
32116366,82308,107494
32136366,82382,107756
32156366,82451,107970
32176366,82513,108099
32196366,82531,108103
32216366,82515,108005
32236366,82478,107881
32256366,82448,107800
32276366,82431,107787
32296366,82433,107834
32317366,82444,107916
32337366,82485,108023
32357366,82511,108146
32377366,82549,108269
32397366,82574,108402
32417366,82622,108506
32437366,82652,108598
32457366,82694,108710
32477366,82722,108819
32497366,82740,108802
32517366,82677,108325
32538366,82468,107583
32558366,82261,107008
32578366,82130,106733
32598366,82094,106699
32618366,82106,106809
32638366,82162,107001
32658366,82226,107219
32678366,82294,107462
32698366,82375,107757
32718366,82469,108005
32738366,82522,108104
32759366,82516,108082
32779366,82492,107974
32799366,82451,107860
32819366,82422,107794
32839366,82413,107806
32859366,82417,107861
32879366,82454,107943
32899366,82482,108049
32919366,82520,108166
32939366,82558,108288
32959366,82589,108401
32980366,82612,108505
33000366,82644,108608
33020366,82666,108710
33040366,82695,108805
33060366,82718,108826
33080366,82679,108389
